,start,end,delta
0,1627644356648.8875,1627644356851.0,202.112548828125
1,1627644356695.3308,1627644356936.0,240.669189453125
2,1627644356727.2085,1627644356867.0,139.79150390625
3,1627644356756.131,1627644356873.0,116.868896484375
4,1627644356791.0383,1627644356914.0,122.961669921875
5,1627644356821.956,1627644356950.0,128.0439453125
6,1627644356851.875,1627644356927.0,75.125
7,1627644356884.788,1627644357112.0,227.2119140625
8,1627644356920.691,1627644357112.0,191.30908203125
9,1627644356946.623,1627644357147.0,200.376953125
10,1627644356979.6997,1627644357130.0,150.30029296875
11,1627644357011.6016,1627644357232.0,220.3984375
12,1627644357040.5283,1627644357188.0,147.4716796875
13,1627644357071.4402,1627644357227.0,155.559814453125
14,1627644357097.3687,1627644357221.0,123.63134765625
15,1627644357132.278,1627644357250.0,117.721923828125
16,1627644357159.2034,1627644357273.0,113.796630859375
17,1627644357192.1165,1627644357415.0,222.883544921875
18,1627644357222.0356,1627644357288.0,65.96435546875
19,1627644357254.948,1627644357435.0,180.052001953125
20,1627644357281.8752,1627644357554.0,272.124755859375
21,1627644357315.9863,1627644357590.0,274.013671875
22,1627644357344.9075,1627644357470.0,125.092529296875
23,1627644357371.8354,1627644357500.0,128.16455078125
24,1627644357389.7874,1627644357626.0,236.212646484375
25,1627644357422.6997,1627644357662.0,239.30029296875
26,1627644357449.6267,1627644357531.0,81.373291015625
27,1627644357465.5842,1627644357564.0,98.415771484375
28,1627644357495.5066,1627644357700.0,204.493408203125
29,1627644357525.427,1627644357740.0,214.572998046875
30,1627644357559.335,1627644357610.0,50.6650390625
31,1627644357589.2544,1627644357645.0,55.74560546875
32,1627644357620.1724,1627644357770.0,149.82763671875
33,1627644357654.0818,1627644357802.0,147.918212890625
34,1627644357681.0093,1627644357729.0,47.99072265625
35,1627644357699.958,1627644357763.0,63.0419921875
36,1627644357727.8845,1627644357951.0,223.115478515625
37,1627644357758.8003,1627644357983.0,224.19970703125
38,1627644357776.7522,1627644357824.0,47.247802734375
39,1627644357806.6729,1627644357853.0,46.3271484375
40,1627644357834.598,1627644358030.0,195.402099609375
41,1627644357850.5552,1627644358070.0,219.44482421875
42,1627644357865.7722,1627644358131.0,265.227783203125
43,1627644357895.6926,1627644357953.0,57.307373046875
44,1627644357928.6084,1627644358106.0,177.3916015625
45,1627644357958.528,1627644358145.0,186.471923828125
46,1627644357989.4443,1627644358051.0,61.5556640625
47,1627644358018.3652,1627644358099.0,80.634765625
48,1627644358049.2827,1627644358189.0,139.71728515625
49,1627644358080.2017,1627644358227.0,146.79833984375
50,1627644358110.1226,1627644358174.0,63.87744140625
51,1627644358147.0217,1627644358209.0,61.978271484375
52,1627644358171.9543,1627644358257.0,85.045654296875
53,1627644358201.8745,1627644358286.0,84.12548828125
54,1627644358233.791,1627644358389.0,155.208984375
55,1627644358263.7087,1627644358427.0,163.291259765625
56,1627644358278.6697,1627644358321.0,42.330322265625
57,1627644358294.6257,1627644358358.0,63.374267578125
58,1627644358309.5864,1627644358461.0,151.41357421875
59,1627644358326.5405,1627644358625.0,298.45947265625
60,1627644358341.5056,1627644358405.0,63.494384765625
61,1627644358358.456,1627644358438.0,79.5439453125
62,1627644358392.3665,1627644358668.0,275.633544921875
63,1627644358420.2903,1627644358702.0,281.709716796875
64,1627644358449.2454,1627644358499.0,49.754638671875
65,1627644358468.1638,1627644358526.0,57.836181640625
66,1627644358496.0886,1627644358736.0,239.911376953125
67,1627644358529.0347,1627644358766.0,236.96533203125
68,1627644358552.5461,1627644358638.0,85.453857421875
69,1627644358594.3958,1627644358676.0,81.604248046875
70,1627644358622.3164,1627644358797.0,174.68359375
71,1627644358652.2356,1627644358829.0,176.764404296875
72,1627644358682.1914,1627644358732.0,49.80859375
