,start,end,delta
336,1627643226573.184,1627643232561.0,5987.81591796875
337,1627643226583.1567,1627643232129.0,5545.84326171875
338,1627643226596.1238,1627643232283.0,5686.876220703125
339,1627643226608.0918,1627643232596.0,5987.908203125
340,1627643226618.0632,1627643232632.0,6013.936767578125
341,1627643226627.0393,1627643232311.0,5683.960693359375
342,1627643226640.0054,1627643232450.0,5809.99462890625
343,1627643226650.9763,1627643232790.0,6139.023681640625
344,1627643226659.952,1627643232831.0,6171.048095703125
345,1627643226669.925,1627643232499.0,5829.074951171875
346,1627643226679.9011,1627643232520.0,5840.098876953125
347,1627643226692.8635,1627643232878.0,6185.136474609375
348,1627643226701.841,1627643233037.0,6335.158935546875
349,1627643226712.81,1627643232558.0,5845.18994140625
350,1627643226723.7812,1627643232596.0,5872.21875
351,1627643226731.7605,1627643233096.0,6364.239501953125
352,1627643226739.74,1627643233150.0,6410.260009765625
353,1627643226750.7083,1627643232627.0,5876.291748046875
354,1627643226760.6836,1627643232664.0,5903.31640625
355,1627643226767.6643,1627643233204.0,6436.335693359375
356,1627643226778.6353,1627643233241.0,6462.36474609375
357,1627643226791.602,1627643232696.0,5904.39794921875
358,1627643226801.572,1627643232728.0,5926.427978515625
359,1627643226811.546,1627643233281.0,6469.4541015625
360,1627643226822.5168,1627643233317.0,6494.483154296875
361,1627643226835.485,1627643232773.0,5937.514892578125
362,1627643226843.4614,1627643232827.0,5983.53857421875
363,1627643226852.438,1627643233359.0,6506.56201171875
364,1627643226863.4087,1627643233399.0,6535.59130859375
365,1627643226874.378,1627643232874.0,5999.6220703125
366,1627643226882.3557,1627643232911.0,6028.644287109375
367,1627643226890.335,1627643233436.0,6545.6650390625
368,1627643226899.311,1627643233475.0,6575.68896484375
369,1627643226909.2847,1627643232946.0,6036.71533203125
370,1627643226916.2659,1627643233248.0,6331.734130859375
371,1627643226923.2495,1627643233512.0,6588.75048828125
372,1627643226930.228,1627643233658.0,6727.77197265625
373,1627643226937.2102,1627643233038.0,6100.789794921875
374,1627643226945.1882,1627643233094.0,6148.811767578125
375,1627643226952.1692,1627643233796.0,6843.830810546875
376,1627643226959.1504,1627643233932.0,6972.849609375
377,1627643226966.132,1627643233141.0,6174.867919921875
378,1627643226973.114,1627643233199.0,6225.885986328125
379,1627643226981.0916,1627643233969.0,6987.908447265625
380,1627643226988.073,1627643234014.0,7025.927001953125
381,1627643226995.0554,1627643233233.0,6237.944580078125
382,1627643227006.0266,1627643233277.0,6270.973388671875
383,1627643227015.0012,1627643234035.0,7019.998779296875
384,1627643227025.972,1627643234066.0,7040.028076171875
385,1627643227036.9443,1627643233313.0,6276.0556640625
386,1627643227050.906,1627643233355.0,6304.093994140625
387,1627643227061.8762,1627643234220.0,7158.123779296875
388,1627643227071.8496,1627643234358.0,7286.150390625
389,1627643227083.8188,1627643233388.0,6304.18115234375
390,1627643227094.7898,1627643233431.0,6336.210205078125
391,1627643227104.7617,1627643234378.0,7273.23828125
392,1627643227114.7346,1627643234646.0,7531.265380859375
393,1627643227122.714,1627643233468.0,6345.285888671875
394,1627643227132.6877,1627643233514.0,6381.312255859375
395,1627643227142.6606,1627643234459.0,7316.33935546875
396,1627643227150.6392,1627643234513.0,7362.36083984375
397,1627643227159.6165,1627643233549.0,6389.383544921875
398,1627643227169.5886,1627643233587.0,6417.411376953125
399,1627643227181.5576,1627643234556.0,7374.4423828125
400,1627643227190.5337,1627643234598.0,7407.46630859375
401,1627643227200.5073,1627643233722.0,6521.49267578125
402,1627643227212.4753,1627643233757.0,6544.524658203125
403,1627643227225.4392,1627643234631.0,7405.560791015625
404,1627643227237.407,1627643234667.0,7429.593017578125
405,1627643227249.3755,1627643233795.0,6545.62451171875
406,1627643227263.339,1627643233827.0,6563.660888671875
407,1627643227276.303,1627643234695.0,7418.697021484375
408,1627643227287.2756,1627643234728.0,7440.724365234375
409,1627643227300.2488,1627643233864.0,6563.751220703125
410,1627643227308.2188,1627643233891.0,6582.78125
411,1627643227320.1902,1627643234765.0,7444.809814453125
412,1627643227332.155,1627643234812.0,7479.844970703125
413,1627643227344.121,1627643233925.0,6580.87890625
414,1627643227357.0884,1627643233955.0,6597.91162109375
415,1627643227369.0562,1627643234852.0,7482.94384765625
416,1627643227382.022,1627643235001.0,7618.97802734375
417,1627643227394.9856,1627643233992.0,6597.014404296875
418,1627643227408.949,1627643234132.0,6723.051025390625
419,1627643227416.9275,1627643235033.0,7616.072509765625
420,1627643227424.9065,1627643235060.0,7635.093505859375
421,1627643227434.8784,1627643234168.0,6733.12158203125
422,1627643227445.849,1627643234196.0,6750.15087890625
423,1627643227452.8296,1627643235100.0,7647.17041015625
424,1627643227459.8118,1627643235247.0,7787.188232421875
425,1627643227466.793,1627643234231.0,6764.20703125
426,1627643227473.7769,1627643234320.0,6846.22314453125
427,1627643227480.7563,1627643235282.0,7801.24365234375
428,1627643227488.7349,1627643235315.0,7826.26513671875
429,1627643227495.751,1627643234409.0,6913.2490234375
430,1627643227503.696,1627643234457.0,6953.303955078125
431,1627643227513.6697,1627643235351.0,7837.330322265625
432,1627643227521.6875,1627643235386.0,7864.3125
433,1627643227528.63,1627643234514.0,6985.3701171875
434,1627643227539.601,1627643234548.0,7008.39892578125
435,1627643227546.6208,1627643235421.0,7874.379150390625
436,1627643227554.5603,1627643235573.0,8018.439697265625
437,1627643227562.5413,1627643234589.0,7026.458740234375
438,1627643227574.5054,1627643234741.0,7166.49462890625
439,1627643227585.4756,1627643235615.0,8029.5244140625
440,1627643227595.4824,1627643235656.0,8060.517578125
441,1627643227603.4312,1627643234784.0,7180.56884765625
442,1627643227612.404,1627643234821.0,7208.595947265625
443,1627643227620.4172,1627643235689.0,8068.582763671875
444,1627643227628.3953,1627643235728.0,8099.604736328125
445,1627643227637.3386,1627643234874.0,7236.661376953125
446,1627643227644.3188,1627643234887.0,7242.68115234375
447,1627643227654.2917,1627643235767.0,8112.708251953125
448,1627643227663.2676,1627643235809.0,8145.732421875
449,1627643227673.2415,1627643234918.0,7244.758544921875
450,1627643227682.219,1627643235061.0,7378.781005859375
451,1627643227688.2039,1627643235863.0,8174.796142578125
452,1627643227696.1821,1627643235892.0,8195.81787109375
453,1627643227706.155,1627643235101.0,7394.844970703125
454,1627643227717.1238,1627643235136.0,7418.876220703125
455,1627643227728.094,1627643235938.0,8209.906005859375
456,1627643227740.0627,1627643235979.0,8238.937255859375
457,1627643227751.0337,1627643235168.0,7416.96630859375
458,1627643227764.0017,1627643235201.0,7436.998291015625
459,1627643227771.9773,1627643236015.0,8243.022705078125
460,1627643227781.952,1627643236054.0,8272.048095703125
461,1627643227793.92,1627643235339.0,7545.080078125
462,1627643227804.9219,1627643235373.0,7568.078125
463,1627643227812.8694,1627643236118.0,8305.130615234375
464,1627643227824.8354,1627643236233.0,8408.16455078125
465,1627643227835.8066,1627643235406.0,7570.193359375
466,1627643227843.7852,1627643235447.0,7603.21484375
467,1627643227851.7659,1627643236293.0,8441.234130859375
468,1627643227864.7292,1627643236310.0,8445.270751953125
469,1627643227877.696,1627643235491.0,7613.303955078125
470,1627643227887.6677,1627643235503.0,7615.332275390625
471,1627643227901.632,1627643236469.0,8567.367919921875
472,1627643227912.6038,1627643236501.0,8588.396240234375
473,1627643227920.5818,1627643235537.0,7616.418212890625
474,1627643227931.5522,1627643235573.0,7641.44775390625
475,1627643227940.528,1627643236542.0,8601.471923828125
476,1627643227950.502,1627643236578.0,8627.498046875
477,1627643227958.4807,1627643235617.0,7658.519287109375
478,1627643227967.4539,1627643235655.0,7687.546142578125
479,1627643227978.4255,1627643236619.0,8640.574462890625
480,1627643227987.4014,1627643236655.0,8667.5986328125
481,1627643227995.38,1627643235692.0,7696.6201171875
482,1627643228009.344,1627643235729.0,7719.656005859375
483,1627643228016.3254,1627643236697.0,8680.674560546875
484,1627643228023.307,1627643236745.0,8721.693115234375
485,1627643228033.278,1627643235768.0,7734.721923828125
486,1627643228040.261,1627643235809.0,7768.739013671875
487,1627643228047.241,1627643236780.0,8732.759033203125
488,1627643228058.2148,1627643236932.0,8873.78515625
489,1627643228071.18,1627643235855.0,7783.820068359375
490,1627643228079.155,1627643235901.0,7821.844970703125
491,1627643228087.1355,1627643236973.0,8885.864501953125
492,1627643228096.1104,1627643237007.0,8910.8896484375
493,1627643228108.0796,1627643235945.0,7836.92041015625
494,1627643228115.0615,1627643235986.0,7870.9384765625
495,1627643228124.0374,1627643237056.0,8931.962646484375
496,1627643228137.9978,1627643237082.0,8944.002197265625
497,1627643228151.9624,1627643236026.0,7874.03759765625
498,1627643228160.9387,1627643236060.0,7899.061279296875
499,1627643228173.9036,1627643237115.0,8941.096435546875
500,1627643228186.8682,1627643237259.0,9072.1318359375
501,1627643228197.8403,1627643236112.0,7914.15966796875
502,1627643228208.809,1627643236135.0,7926.19091796875
503,1627643228222.7712,1627643237303.0,9080.228759765625
504,1627643228235.7395,1627643237440.0,9204.260498046875
505,1627643228245.7117,1627643236165.0,7919.288330078125
506,1627643228260.671,1627643236199.0,7938.3291015625
507,1627643228275.6313,1627643237478.0,9202.36865234375
508,1627643228289.5947,1627643237513.0,9223.4052734375
509,1627643228302.5583,1627643236231.0,7928.441650390625
510,1627643228317.5195,1627643236269.0,7951.48046875
511,1627643228330.4836,1627643237554.0,9223.516357421875
512,1627643228344.4463,1627643237692.0,9347.5537109375
513,1627643228358.41,1627643236403.0,8044.590087890625
514,1627643228374.3672,1627643236435.0,8060.6328125
515,1627643228385.3396,1627643237844.0,9458.660400390625
516,1627643228399.3008,1627643237880.0,9480.69921875
517,1627643228414.261,1627643236478.0,8063.739013671875
518,1627643228425.2307,1627643236515.0,8089.769287109375
519,1627643228434.2058,1627643238022.0,9587.794189453125
520,1627643228448.1682,1627643238059.0,9610.831787109375
521,1627643228460.1367,1627643236552.0,8091.86328125
522,1627643228471.1077,1627643236591.0,8119.892333984375
523,1627643228481.083,1627643238092.0,9610.9169921875
524,1627643228496.0417,1627643238130.0,9633.958251953125
525,1627643228504.0212,1627643236629.0,8124.978759765625
526,1627643228513.9944,1627643236668.0,8154.005615234375
527,1627643228525.961,1627643238161.0,9635.0390625
